ID,IUPACName,SMILES,CoreSMILES,State,InChIKey,Hammett_sigma,QQ.(VvsNHE),Q.Q=(VvsNHE)
110,"dimethyl 3,6-dioxocyclohexa-1,4-diene-1,4-dicarboxylate",COC(=O)C1=CC(=O)C(C(=O)OC)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,GKPFFRNBFZCNNY-UHFFFAOYSA-N,0.9,0.208,
111,"2-(2-nitrophenyl)cyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(c2ccccc2[N+](=O)[O-])=C1,O=C1C=CC(=O)C=C1,Oxidized,ARIXMRYIRAVZJZ-UHFFFAOYSA-N,-0.17,-0.071,-0.908
112,"2,5-bis(ethylamino)cyclohexa-2,5-diene-1,4-dione",CCNC1=CC(=O)C(NCC)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,NEIWVIAXZGCRGM-UHFFFAOYSA-N,-1.22,-0.837,-1.434
113,,CNC(=O)CNC1=C(Cl)C(=O)C(NCC(=O)NC)=C(Cl)C1=O,O=C1C=CC(=O)C=C1,Oxidized,ACLCLIGBRSBXTQ-UHFFFAOYSA-N,,-0.408,
114,"2-phenylsulfanylcyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(Sc2ccccc2)=C1,O=C1C=CC(=O)C=C1,Oxidized,JRXZLRYQEYLRQH-UHFFFAOYSA-N,0.02,-0.125,-0.907
115,,CC(C)SC1=CC(=O)C(C(C)(C)C)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,DXMVCVBAGQINCN-UHFFFAOYSA-N,-0.13,-0.284,-1.001
116,,CC(C)NC1=CC(=O)C=C(C(C)(C)C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,MQDRVWGAAOYOSH-UHFFFAOYSA-N,,-0.536,-1.288
117,"2-tert-butyl-5-(tert-butylamino)cyclohexa-2,5-diene-1,4-dione",CC(C)(C)NC1=CC(=O)C(C(C)(C)C)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,FWHWXLRJORQPOE-UHFFFAOYSA-N,,-0.5,-1.178
118,,CC(C)(C)NC1=CC(=O)C=C(C(C)(C)C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,GQAFZRNWICELEN-UHFFFAOYSA-N,,-0.506,-1.209
119,"2,5-bis(tert-butylamino)cyclohexa-2,5-diene-1,4-dione",CC(C)(C)NC1=CC(=O)C(NC(C)(C)C)=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,GLCXOMBYQZLZLN-UHFFFAOYSA-N,,-0.836,-1.374
120,"2-hydroxy-3-methylcyclohexa-2,5-diene-1,4-dione",CC1=C(O)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,CGINXMWZYDKDBX-UHFFFAOYSA-N,-0.54,-0.15,-1.17
121,,CC1=C(O)C(=O)C(Br)=C(Br)C1=O,O=C1C=CC(=O)C=C1,Oxidized,QDQOHORNDSKVCP-UHFFFAOYSA-N,-0.08,0.084,-0.82
122,,CCCCCCCCCCCC1=C(C)C(=O)C(O)=C(C)C1=O,O=C1C=CC(=O)C=C1,Oxidized,NAZRGOAVFFRBMX-UHFFFAOYSA-N,,-0.294,-1.174
123,"2,5-dihydroxycyclohexa-2,5-diene-1,4-dione",O=C1C=C(O)C(=O)C=C1O,O=C1C=CC(=O)C=C1,Oxidized,QFSYADJLNBHAKO-UHFFFAOYSA-N,-0.74,-0.142,
124,"2,5-dichloro-3,6-dihydroxycyclohexa-2,5-diene-1,4-dione",O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,O=C1C=CC(=O)C=C1,Oxidized,IPPWILKGXFOXHO-UHFFFAOYSA-N,-0.28,0.096,
125,"2,5-di(piperidin-1-yl)cyclohexa-2,5-diene-1,4-dione",O=C1C=C(N2CCCCC2)C(=O)C=C1N1CCCCC1,O=C1C=CC(=O)C=C1,Oxidized,WFIDDRHNWGUXPL-UHFFFAOYSA-N,-0.24,-0.665,-1.103
126,"2-(1H-indol-3-yl)cyclohexa-2,5-diene-1,4-dione",O=C1C=CC(=O)C(c2c[nH]c3ccccc23)=C1,O=C1C=CC(=O)C=C1,Oxidized,ICZJGNYKRWKFLC-UHFFFAOYSA-N,,-0.235,-0.76
127,"methyl 2-chloro-3,6-dioxocyclohexa-1,4-diene-1-carboxylate",COC(=O)C1=C(Cl)C(=O)C=CC1=O,O=C1C=CC(=O)C=C1,Oxidized,CEGUEXXETGSIOP-UHFFFAOYSA-N,0.78,0.18,-0.481
128,,COC(=O)C1=C(Cl)C(=O)C=C(Cl)C1=O,O=C1C=CC(=O)C=C1,Oxidized,XPOLZZCITCVWHQ-UHFFFAOYSA-N,1.11,0.333,-0.407
129,"anthracene-9,10-dione",O=C1c2ccccc2C(=O)c2ccccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,RZVHIXYEVGDQDX-UHFFFAOYSA-N,0.0,-0.591,-1.203
130,"1-chloroanthracene-9,10-dione",O=C1c2ccccc2C(=O)c2c(Cl)cccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,BOCJQSFSGAZAPQ-UHFFFAOYSA-N,0.23,-0.506,-1.207
131,"2-chloroanthracene-9,10-dione",O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,FPKCTSIVDAWGFA-UHFFFAOYSA-N,0.23,-0.492,-1.212
132,"2-iodoanthracene-9,10-dione",O=C1c2ccccc2C(=O)c2cc(I)ccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,BMQVXGRNMAVAEK-UHFFFAOYSA-N,0.18,-0.46,-1.261
133,"2-bromo-3-methylanthracene-9,10-dione",Cc1cc2c(cc1Br)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,IXIDAURFOMZGCN-UHFFFAOYSA-N,0.06,-0.524,-1.195
134,"1,5-dichloroanthracene-9,10-dione",O=C1c2cccc(Cl)c2C(=O)c2cccc(Cl)c21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,MQIUMARJCOGCIM-UHFFFAOYSA-N,0.46,-0.479,-1.204
135,"1,8-dichloroanthracene-9,10-dione",O=C1c2cccc(Cl)c2C(=O)c2c(Cl)cccc21,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,VBQNYYXVDQUKIU-UHFFFAOYSA-N,0.46,-0.477,-1.205
136,"1-methylanthracene-9,10-dione",Cc1cccc2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,RBGUKBSLNOTVCD-UHFFFAOYSA-N,-0.17,-0.627,-1.254
137,"2-methylanthracene-9,10-dione",Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,NJWGQARXZDRHCD-UHFFFAOYSA-N,-0.17,-0.613,-1.23
138,"2-ethylanthracene-9,10-dione",CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,SJEBAWHUJDUKQK-UHFFFAOYSA-N,-0.15,-0.609,-1.247
139,"2-tert-butylanthracene-9,10-dione",CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,Oxidized,YTPSFXZMJKMUJE-UHFFFAOYSA-N,-0.2,-0.612,-1.23
